食品番号,索引番号,食品名,エネルギー（Kcal）,タンパク質,脂質,炭水化物
07086,978,チェリモヤ 生,82.0,1.3,0.3,19.8
07111,979,ドラゴンフルーツ 生,52.0,1.4,0.3,11.8
07087,980,ドリアン 生,140.0,2.3,3.3,27.1
07088,981,（なし類） 日本なし 生,38.0,0.3,0.1,11.3
07089,982,（なし類） 日本なし 缶詰,76.0,0.1,0.1,19.1
07090,983,（なし類） 中国なし 生,49.0,0.2,0.1,12.7
07091,984,（なし類） 西洋なし 生,48.0,0.3,0.1,14.4
07092,985,（なし類） 西洋なし 缶詰,79.0,0.2,0.1,20.7
07095,986,なつめ 乾,294.0,3.9,2.0,71.4
07096,987,なつめやし 乾,281.0,2.2,0.2,71.3
07097,988,パインアップル 生,54.0,0.6,0.1,13.7
07177,989,パインアップル 焼き,74.0,0.9,0.2,20.1
07098,990,パインアップル 果実飲料 ストレートジュース,46.0,0.3,0.1,11.0
07099,991,パインアップル 果実飲料 濃縮還元ジュース,45.0,0.1,0.1,11.1
07100,992,パインアップル 果実飲料 50%果汁入り飲料,50.0,0.3,0.1,12.1
07101,993,パインアップル 果実飲料 10%果汁入り飲料,50.0,0.0,0.0,12.4
07102,994,パインアップル 缶詰,76.0,0.4,0.1,20.3
07103,995,パインアップル 砂糖漬,349.0,0.5,0.2,86.8
07104,996,ハスカップ 生,55.0,0.7,0.6,12.8
07106,997,パッションフルーツ 果汁 生,67.0,0.8,0.4,16.2
07107,998,バナナ 生,93.0,1.1,0.2,22.5
07108,999,バナナ 乾,314.0,3.8,0.4,78.5
07109,1000,パパイア 完熟 生,33.0,0.5,0.2,9.5
07110,1001,パパイア 未熟 生,35.0,1.3,0.1,9.4
07114,1002,びわ 生,41.0,0.3,0.1,10.6
07115,1003,びわ 缶詰,80.0,0.3,0.1,19.8
07116,1004,ぶどう 皮なし 生,58.0,0.4,0.1,15.7
07178,1005,ぶどう 皮つき 生,69.0,0.6,0.2,16.9
07117,1006,ぶどう 干しぶどう,324.0,2.7,0.2,80.3
07118,1007,ぶどう 果実飲料 ストレートジュース,54.0,0.3,0.2,14.3
07119,1008,ぶどう 果実飲料 濃縮還元ジュース,46.0,0.3,0.3,12.0
07120,1009,ぶどう 果実飲料 70%果汁入り飲料,52.0,0.2,0.0,12.9
07121,1010,ぶどう 果実飲料 10%果汁入り飲料,52.0,0.0,0.0,13.1
07122,1011,ぶどう 缶詰,83.0,0.4,0.1,20.4
07123,1012,ぶどう ジャム,189.0,0.5,0.1,47.5
07124,1013,ブルーベリー 生,48.0,0.5,0.1,12.9
07125,1014,ブルーベリー ジャム,174.0,0.7,0.3,43.8
07172,1015,ブルーベリー 乾,280.0,2.7,1.9,72.5
07128,1016,ホワイトサポテ 生,73.0,1.5,0.1,18.9
07130,1017,まくわうり 黄肉種 生,34.0,0.8,0.1,7.8
07173,1018,まくわうり 白肉種 生,34.0,0.8,0.1,7.8
07131,1019,マルメロ 生,48.0,0.3,0.1,15.1
07132,1020,マンゴー 生,68.0,0.6,0.1,16.9
07179,1021,マンゴー ドライマンゴー,339.0,3.1,0.7,84.9
07133,1022,マンゴスチン 生,71.0,0.6,0.2,17.5
07134,1023,メロン 温室メロン 生,40.0,1.1,0.1,10.3
07135,1024,メロン 露地メロン 緑肉種 生,45.0,1.0,0.1,10.4
07174,1025,メロン 露地メロン 赤肉種 生,45.0,1.0,0.1,10.4
07136,1026,（もも類） もも 白肉種 生,38.0,0.6,0.1,10.2
07184,1027,（もも類） もも 黄肉種 生,48.0,0.5,0.2,13.4
07137,1028,（もも類） もも 果実飲料 30%果汁入り飲料 （ネクター）,46.0,0.2,0.1,11.6
07138,1029,（もも類） もも 缶詰 白肉種 果肉,82.0,0.5,0.1,20.6
07175,1030,（もも類） もも 缶詰 黄肉種 果肉,83.0,0.5,0.1,20.6
07139,1031,（もも類） もも 缶詰 液汁,81.0,0.3,0.1,19.8
07140,1032,（もも類） ネクタリン 生,39.0,0.7,0.3,10.7
07141,1033,やまもも 生,47.0,0.5,0.2,11.3
07144,1034,ライチー 生,61.0,1.0,0.1,16.4
07146,1035,ラズベリー 生,36.0,1.1,0.1,10.2
07147,1036,りゅうがん 乾,310.0,5.1,0.4,72.9
07148,1037,りんご 皮なし 生,53.0,0.1,0.2,15.5
07176,1038,りんご 皮つき 生,56.0,0.2,0.3,16.2
07180,1039,りんご 皮つき 焼き,86.0,0.2,0.4,21.9
07149,1040,りんご 果実飲料 ストレートジュース,43.0,0.2,0.1,11.8
07150,1041,りんご 果実飲料 濃縮還元ジュース,47.0,0.1,0.2,11.4
07151,1042,りんご 果実飲料 50%果汁入り飲料,46.0,0.1,0.0,11.5
07152,1043,りんご 果実飲料 30%果汁入り飲料,46.0,0.0,0.0,11.4
07153,1044,りんご 缶詰,81.0,0.3,0.1,20.1
07154,1045,りんご ジャム,203.0,0.2,0.1,52.7
08001,1046,えのきたけ 生,34.0,2.7,0.2,7.6
08002,1047,えのきたけ ゆで,34.0,2.8,0.1,7.8
08037,1048,えのきたけ 油いため,71.0,3.0,3.9,8.8
08003,1049,えのきたけ 味付け瓶詰,76.0,3.6,0.3,16.9
08054,1050,（きくらげ類） あらげきくらげ 生,14.0,0.7,0.1,5.4
08004,1051,（きくらげ類） あらげきくらげ 乾,184.0,6.9,0.7,77.0
08005,1052,（きくらげ類） あらげきくらげ ゆで,38.0,1.2,0.1,16.1
08038,1053,（きくらげ類） あらげきくらげ 油いため,110.0,2.3,5.2,27.8
08006,1054,（きくらげ類） きくらげ 乾,216.0,7.9,2.1,71.1
08007,1055,（きくらげ類） きくらげ ゆで,14.0,0.6,0.2,5.2
08008,1056,（きくらげ類） しろきくらげ 乾,170.0,4.9,0.7,74.5
08009,1057,（きくらげ類） しろきくらげ ゆで,15.0,0.4,0.0,6.7
08010,1058,くろあわびたけ 生,28.0,3.7,0.4,4.9
08039,1059,しいたけ 生しいたけ 菌床栽培 生,25.0,3.1,0.3,6.4
08040,1060,しいたけ 生しいたけ 菌床栽培 ゆで,22.0,2.5,0.4,5.1
08041,1061,しいたけ 生しいたけ 菌床栽培 油いため,65.0,3.3,4.1,7.3
08057,1062,しいたけ 生しいたけ 菌床栽培 天ぷら,201.0,3.4,14.0,17.8
08042,1063,しいたけ 生しいたけ 原木栽培 生,34.0,3.1,0.4,7.6
08043,1064,しいたけ 生しいたけ 原木栽培 ゆで,27.0,2.4,0.4,5.9
08044,1065,しいたけ 生しいたけ 原木栽培 油いため,84.0,3.8,5.4,8.8
08013,1066,しいたけ 乾しいたけ 乾,258.0,21.2,2.8,62.5
08014,1067,しいたけ 乾しいたけ ゆで,40.0,3.1,0.3,9.9
08053,1068,しいたけ 乾しいたけ 甘煮,116.0,3.3,0.4,28.9
08015,1069,（しめじ類） はたけしめじ 生,25.0,2.6,0.3,4.5
08045,1070,（しめじ類） はたけしめじ ゆで,25.0,2.6,0.3,5.1
08016,1071,（しめじ類） ぶなしめじ 生,26.0,2.7,0.5,4.8
08017,1072,（しめじ類） ぶなしめじ ゆで,22.0,2.7,0.2,5.2
08046,1073,（しめじ類） ぶなしめじ 油いため,65.0,3.0,5.5,4.8
08055,1074,（しめじ類） ぶなしめじ 素揚げ,168.0,3.9,14.3,10.1
08056,1075,（しめじ類） ぶなしめじ 天ぷら,248.0,3.4,17.1,23.2
08018,1076,（しめじ類） ほんしめじ 生,21.0,2.5,0.4,2.8
08047,1077,（しめじ類） ほんしめじ ゆで,26.0,2.8,0.6,4.1
08019,1078,たもぎたけ 生,23.0,3.6,0.3,3.7
08020,1079,なめこ 株採り 生,21.0,1.8,0.2,5.4
08021,1080,なめこ 株採り ゆで,22.0,1.6,0.1,5.1
08058,1081,なめこ カットなめこ 生,14.0,1.1,0.1,3.6
08022,1082,なめこ 水煮缶詰,13.0,1.0,0.1,3.2
08023,1083,ぬめりすぎたけ 生,23.0,2.3,0.4,4.1
08024,1084,（ひらたけ類） うすひらたけ 生,37.0,6.1,0.2,4.8
08025,1085,（ひらたけ類） エリンギ 生,31.0,2.8,0.4,6.0
08048,1086,（ひらたけ類） エリンギ ゆで,32.0,3.2,0.5,6.5
08049,1087,（ひらたけ類） エリンギ 焼き,41.0,4.2,0.5,9.1
08050,1088,（ひらたけ類） エリンギ 油いため,69.0,3.2,3.7,8.1
08026,1089,（ひらたけ類） ひらたけ 生,34.0,3.3,0.3,6.2
08027,1090,（ひらたけ類） ひらたけ ゆで,33.0,3.4,0.2,6.6
08028,1091,まいたけ 生,22.0,2.0,0.5,4.4
08029,1092,まいたけ ゆで,27.0,1.6,0.5,6.4
08051,1093,まいたけ 油いため,67.0,2.6,4.4,6.8
08030,1094,まいたけ 乾,273.0,21.9,3.9,59.9
08031,1095,マッシュルーム 生,15.0,2.9,0.3,2.1
08032,1096,マッシュルーム ゆで,20.0,3.8,0.2,3.7
08052,1097,マッシュルーム 油いため,57.0,3.6,4.5,4.5
08033,1098,マッシュルーム 水煮缶詰,18.0,3.4,0.2,3.3
08034,1099,まつたけ 生,32.0,2.0,0.6,8.2
08036,1100,やなぎまつたけ 生,20.0,2.4,0.1,4.0
09001,1101,あおさ 素干し,201.0,22.1,0.6,41.7
09002,1102,あおのり 素干し,249.0,29.4,5.2,41.0
09003,1103,あまのり ほしのり,276.0,39.4,3.7,38.7
09004,1104,あまのり 焼きのり,297.0,41.4,3.7,44.3
09005,1105,あまのり 味付けのり,301.0,40.0,3.5,41.8
09006,1106,あらめ 蒸し干し,183.0,12.4,0.7,56.2
09007,1107,いわのり 素干し,228.0,34.8,0.7,39.1
09012,1108,うみぶどう 生,6.0,0.5,0.1,1.2
09008,1109,えごのり 素干し,179.0,9.0,0.1,62.2
09009,1110,えごのり おきうと,7.0,0.3,0.1,2.5
09010,1111,おごのり 塩蔵 塩抜き,26.0,1.3,0.1,8.8
09011,1112,かわのり 素干し,247.0,38.1,1.6,41.7
09013,1113,（こんぶ類） えながおにこんぶ 素干し,224.0,11.0,1.0,55.7
09014,1114,（こんぶ類） がごめこんぶ 素干し,216.0,7.9,0.5,62.1
09015,1115,（こんぶ類） ながこんぶ 素干し,205.0,8.3,1.5,58.5
09016,1116,（こんぶ類） ほそめこんぶ 素干し,227.0,6.9,1.7,62.9
09017,1117,（こんぶ類） まこんぶ 素干し 乾,170.0,5.8,1.3,64.3
09056,1118,（こんぶ類） まこんぶ 素干し 水煮,28.0,1.1,0.3,11.6
09018,1119,（こんぶ類） みついしこんぶ 素干し,235.0,7.7,1.9,64.7
09019,1120,（こんぶ類） りしりこんぶ 素干し,211.0,8.0,2.0,56.5
09020,1121,（こんぶ類） 刻み昆布,119.0,5.4,0.5,50.2
09021,1122,（こんぶ類） 削り昆布,177.0,6.5,0.9,50.2
09022,1123,（こんぶ類） 塩昆布,193.0,16.9,0.4,37.0
09023,1124,（こんぶ類） つくだ煮,150.0,6.0,1.0,33.3
09024,1125,すいぜんじのり 素干し 水戻し,10.0,1.5,0.0,2.1
09025,1126,てんぐさ 素干し,194.0,16.1,1.0,53.8
09026,1127,てんぐさ ところてん,2.0,0.2,0.0,0.6
09027,1128,てんぐさ 角寒天,159.0,2.4,0.2,74.1
09028,1129,てんぐさ 寒天,3.0,0.0,0.0,1.5
09049,1130,てんぐさ 粉寒天,160.0,0.2,0.3,81.7
09029,1131,とさかのり 赤とさか 塩蔵 塩抜き,19.0,1.5,0.1,5.1
09030,1132,とさかのり 青とさか 塩蔵 塩抜き,17.0,0.9,0.2,4.9
09050,1133,ひじき ほしひじき ステンレス釜 乾,180.0,9.2,3.2,58.4
09051,1134,ひじき ほしひじき ステンレス釜 ゆで,11.0,0.7,0.3,3.4
09052,1135,ひじき ほしひじき ステンレス釜 油いため,51.0,0.8,4.7,4.1
09053,1136,ひじき ほしひじき 鉄釜 乾,186.0,9.2,3.2,56.0
09054,1137,ひじき ほしひじき 鉄釜 ゆで,13.0,0.7,0.3,3.4
09055,1138,ひじき ほしひじき 鉄釜 油いため,54.0,0.8,4.7,4.1
09032,1139,ひとえぐさ 素干し,172.0,16.6,1.0,46.3
09033,1140,ひとえぐさ つくだ煮,148.0,14.4,1.3,21.1
09034,1141,ふのり 素干し,207.0,13.8,1.0,57.8
09035,1142,まつも 素干し,252.0,27.9,4.9,40.8
09036,1143,むかでのり 塩蔵 塩抜き,12.0,0.6,0.1,4.2
09037,1144,（もずく類） おきなわもずく 塩蔵 塩抜き,7.0,0.3,0.2,2.0
09038,1145,（もずく類） もずく 塩蔵 塩抜き,4.0,0.2,0.1,1.4
09039,1146,わかめ 原藻 生,24.0,1.9,0.2,5.6
09040,1147,わかめ 乾燥わかめ 素干し,164.0,13.6,1.6,41.3
09041,1148,わかめ 乾燥わかめ 素干し 水戻し,22.0,2.0,0.3,5.9
09042,1149,わかめ 乾燥わかめ 板わかめ,200.0,16.7,1.2,47.4
09043,1150,わかめ 乾燥わかめ 灰干し 水戻し,9.0,1.1,0.1,2.2
09044,1151,わかめ カットわかめ 乾,186.0,17.9,4.0,42.1
09058,1152,わかめ カットわかめ 水煮 （沸騰水で短時間加熱したもの）,17.0,1.3,0.8,3.8
09059,1153,わかめ カットわかめ 水煮の汁,0.0,,,0.1
09045,1154,わかめ 湯通し塩蔵わかめ 塩抜き 生,16.0,1.5,0.3,3.4
09057,1155,わかめ 湯通し塩蔵わかめ 塩抜き ゆで,7.0,0.6,0.1,1.4
09046,1157,わかめ くきわかめ 湯通し塩蔵 塩抜き,18.0,1.1,0.3,5.5
09047,1158,わかめ めかぶわかめ 生,14.0,0.9,0.6,3.4
10001,1159,＜魚類＞ あいなめ 生,105.0,19.1,3.4,0.1
10002,1160,＜魚類＞ あこうだい 生,86.0,16.8,2.3,0.1
10003,1161,＜魚類＞ （あじ類） まあじ 皮つき 生,112.0,19.7,4.5,0.1
10389,1162,＜魚類＞ （あじ類） まあじ 皮なし 生,108.0,19.7,4.1,0.2
10004,1163,＜魚類＞ （あじ類） まあじ 皮つき 水煮,136.0,22.4,5.9,0.1
10005,1164,＜魚類＞ （あじ類） まあじ 皮つき 焼き,157.0,25.9,6.4,0.1
10390,1165,＜魚類＞ （あじ類） まあじ 皮つき フライ,270.0,20.1,18.2,7.9
10006,1166,＜魚類＞ （あじ類） まあじ 開き干し 生,150.0,20.2,8.8,0.1
10007,1167,＜魚類＞ （あじ類） まあじ 開き干し 焼き,194.0,24.6,12.3,0.1
10391,1168,＜魚類＞ （あじ類） まあじ 小型 骨付き 生,114.0,17.8,5.0,0.1
10392,1169,＜魚類＞ （あじ類） まあじ 小型 骨付き から揚げ,268.0,24.0,18.6,3.5
10393,1170,＜魚類＞ （あじ類） まるあじ 生,133.0,22.1,5.6,0.2
10394,1171,＜魚類＞ （あじ類） まるあじ 焼き,175.0,28.7,7.7,0.2
10008,1172,＜魚類＞ （あじ類） にしまあじ 生,156.0,19.6,9.1,0.1
10009,1173,＜魚類＞ （あじ類） にしまあじ 水煮,160.0,21.7,8.8,0.1
10010,1174,＜魚類＞ （あじ類） にしまあじ 焼き,186.0,24.7,10.4,0.1
10011,1175,＜魚類＞ （あじ類） むろあじ 生,147.0,23.6,6.9,0.4
10012,1176,＜魚類＞ （あじ類） むろあじ 焼き,167.0,29.7,6.2,0.6
10013,1177,＜魚類＞ （あじ類） むろあじ 開き干し,140.0,22.9,6.2,0.1
10014,1178,＜魚類＞ （あじ類） むろあじ くさや,223.0,49.9,3.0,0.3
10015,1179,＜魚類＞ あなご 生,146.0,17.3,9.3,0.0
10016,1180,＜魚類＞ あなご 蒸し,173.0,17.6,12.7,0.0
10017,1181,＜魚類＞ あまご 養殖 生,102.0,18.3,3.6,0.1
10018,1182,＜魚類＞ あまだい 生,102.0,18.8,3.6,0.0
10019,1183,＜魚類＞ あまだい 水煮,113.0,20.7,4.0,0.0
10020,1184,＜魚類＞ あまだい 焼き,110.0,22.5,2.6,0.0
10021,1185,＜魚類＞ あゆ 天然 生,93.0,18.3,2.4,0.1
10022,1186,＜魚類＞ あゆ 天然 焼き,149.0,26.6,6.8,0.1
10023,1187,＜魚類＞ あゆ 天然 内臓 生,180.0,9.5,17.5,0.3
10024,1188,＜魚類＞ あゆ 天然 内臓 焼き,161.0,23.0,10.1,0.4
10025,1189,＜魚類＞ あゆ 養殖 生,138.0,17.8,7.9,0.6
10026,1190,＜魚類＞ あゆ 養殖 焼き,202.0,22.6,15.1,0.8
10027,1191,＜魚類＞ あゆ 養殖 内臓 生,485.0,7.4,55.0,0.3
10028,1192,＜魚類＞ あゆ 養殖 内臓 焼き,500.0,15.2,52.3,0.4
10029,1193,＜魚類＞ あゆ うるか,157.0,11.4,13.1,1.8
10030,1194,＜魚類＞ アラスカめぬけ 生,96.0,17.2,3.4,0.1
10031,1195,＜魚類＞ あんこう 生,54.0,13.0,0.2,0.3
10032,1196,＜魚類＞ あんこう きも 生,401.0,10.0,41.9,2.2
10033,1197,＜魚類＞ いかなご 生,111.0,17.2,5.5,0.1
10034,1198,＜魚類＞ いかなご 煮干し,218.0,43.1,6.1,1.5
10035,1199,＜魚類＞ いかなご つくだ煮,271.0,29.4,4.6,30.7
10036,1200,＜魚類＞ いかなご あめ煮,268.0,25.6,3.7,35.8
10037,1201,＜魚類＞ いさき 生,116.0,17.2,5.7,0.1
10038,1202,＜魚類＞ いしだい 生,138.0,19.5,7.8,0.0
10039,1203,＜魚類＞ いとよりだい 生,85.0,18.1,1.7,0.1
10040,1204,＜魚類＞ いとよりだい すり身,90.0,16.7,0.4,5.1
10041,1205,＜魚類＞ いぼだい 生,132.0,16.4,8.5,0.0
10042,1206,＜魚類＞ （いわし類） うるめいわし 生,124.0,21.3,4.8,0.3
10043,1207,＜魚類＞ （いわし類） うるめいわし 丸干し,219.0,45.0,5.1,0.3
10044,1208,＜魚類＞ （いわし類） かたくちいわし 生,171.0,18.2,12.1,0.3
10045,1209,＜魚類＞ （いわし類） かたくちいわし 煮干し,298.0,64.5,6.2,0.3
10046,1210,＜魚類＞ （いわし類） かたくちいわし 田作り,304.0,66.6,5.7,0.3
10047,1211,＜魚類＞ （いわし類） まいわし 生,156.0,19.2,9.2,0.2
10048,1212,＜魚類＞ （いわし類） まいわし 水煮,182.0,22.4,8.7,0.2
10049,1213,＜魚類＞ （いわし類） まいわし 焼き,199.0,25.3,9.4,0.2
10395,1214,＜魚類＞ （いわし類） まいわし フライ,384.0,20.0,30.3,10.7
10050,1215,＜魚類＞ （いわし類） まいわし 塩いわし,143.0,16.8,9.6,0.4
10051,1216,＜魚類＞ （いわし類） まいわし 生干し,217.0,20.6,16.0,1.1
10052,1217,＜魚類＞ （いわし類） まいわし 丸干し,177.0,32.8,5.5,0.7
10053,1218,＜魚類＞ （いわし類） めざし 生,206.0,18.2,18.9,0.5
10054,1219,＜魚類＞ （いわし類） めざし 焼き,200.0,23.7,15.0,0.7
10396,1220,＜魚類＞ （いわし類） しらす 生,67.0,15.0,1.3,0.1
10445,1221,＜魚類＞ （いわし類） しらす 釜揚げしらす,84.0,17.6,1.7,0.0
10055,1222,＜魚類＞ （いわし類） しらす干し 微乾燥品,113.0,24.5,2.1,0.1
10056,1223,＜魚類＞ （いわし類） しらす干し 半乾燥品,187.0,40.5,3.5,0.5
10057,1224,＜魚類＞ （いわし類） たたみいわし,348.0,75.1,5.6,0.7
10058,1225,＜魚類＞ （いわし類） みりん干し かたくちいわし,330.0,44.3,7.0,25.0
10059,1226,＜魚類＞ （いわし類） みりん干し まいわし,314.0,31.4,15.7,16.3
10060,1227,＜魚類＞ （いわし類） 缶詰 水煮,168.0,20.7,10.6,0.1
10061,1228,＜魚類＞ （いわし類） 缶詰 味付け,203.0,20.4,11.9,5.7
10062,1229,＜魚類＞ （いわし類） 缶詰 トマト漬,167.0,17.5,10.8,1.3
10063,1230,＜魚類＞ （いわし類） 缶詰 油漬,351.0,20.3,30.7,0.3
10064,1231,＜魚類＞ （いわし類） 缶詰 かば焼,234.0,16.2,15.6,9.3
10397,1232,＜魚類＞ （いわし類） 缶詰 アンチョビ,157.0,24.2,6.8,0.1
10065,1233,＜魚類＞ いわな 養殖 生,101.0,19.0,3.6,0.1
10066,1234,＜魚類＞ うぐい 生,93.0,20.1,1.5,0.2
10067,1235,＜魚類＞ うなぎ 養殖 生,228.0,17.1,19.3,0.3
10068,1236,＜魚類＞ うなぎ きも 生,102.0,13.0,5.3,3.5
10069,1237,＜魚類＞ うなぎ 白焼き,300.0,20.7,25.8,0.1
10070,1238,＜魚類＞ うなぎ かば焼,285.0,23.0,21.0,3.1
10071,1239,＜魚類＞ うまづらはぎ 生,75.0,18.2,0.3,0.0
10072,1240,＜魚類＞ うまづらはぎ 味付け開き干し,289.0,58.9,1.6,10.4
10073,1241,＜魚類＞ えい 生,79.0,19.1,0.3,0.1
10074,1242,＜魚類＞ えそ 生,87.0,20.1,0.8,0.1
10075,1243,＜魚類＞ おいかわ 生,124.0,19.2,5.8,0.1
10076,1244,＜魚類＞ おおさが 生,131.0,16.3,8.0,0.1
10077,1245,＜魚類＞ おこぜ 生,81.0,19.6,0.2,0.2
10078,1246,＜魚類＞ おひょう 生,93.0,19.9,1.7,0.1
10079,1247,＜魚類＞ かさご 生,83.0,19.3,1.1,0.1
10080,1248,＜魚類＞ かじか 生,98.0,15.0,5.0,0.2
10081,1249,＜魚類＞ かじか 水煮,108.0,15.8,5.8,0.2
10082,1250,＜魚類＞ かじか つくだ煮,293.0,29.4,5.5,33.8
10083,1251,＜魚類＞ （かじき類） くろかじき 生,93.0,22.9,0.2,0.1
10084,1252,＜魚類＞ （かじき類） まかじき 生,107.0,23.1,1.8,0.1
10085,1253,＜魚類＞ （かじき類） めかじき 生,139.0,19.2,7.6,0.1
10398,1254,＜魚類＞ （かじき類） めかじき 焼き,202.0,27.5,11.1,0.0
10086,1255,＜魚類＞ （かつお類） かつお 春獲り 生,108.0,25.8,0.5,0.1
10087,1256,＜魚類＞ （かつお類） かつお 秋獲り 生,150.0,25.0,6.2,0.2
10088,1257,＜魚類＞ （かつお類） そうだがつお 生,126.0,25.7,2.8,0.3
10089,1258,＜魚類＞ （かつお類） 加工品 なまり,126.0,29.8,0.7,0.4
10090,1259,＜魚類＞ （かつお類） 加工品 なまり節,162.0,38.0,1.1,0.5
10446,1260,＜魚類＞ （かつお類） 加工品 裸節,309.0,71.6,3.3,0.2
10091,1261,＜魚類＞ （かつお類） 加工品 かつお節,332.0,77.1,2.9,0.8
10092,1262,＜魚類＞ （かつお類） 加工品 削り節,327.0,75.7,3.2,0.4
10093,1263,＜魚類＞ （かつお類） 加工品 削り節つくだ煮,233.0,19.5,3.3,32.3
10094,1264,＜魚類＞ （かつお類） 加工品 角煮,221.0,31.0,1.6,21.4
10095,1265,＜魚類＞ （かつお類） 加工品 塩辛,58.0,12.0,1.5,0.0
10096,1266,＜魚類＞ （かつお類） 缶詰 味付け フレーク,139.0,18.4,2.7,10.7
10097,1267,＜魚類＞ （かつお類） 缶詰 油漬 フレーク,289.0,18.8,24.2,0.1
10098,1268,＜魚類＞ かます 生,137.0,18.9,7.2,0.1
10099,1269,＜魚類＞ かます 焼き,134.0,23.3,4.9,0.1
10100,1270,＜魚類＞ （かれい類） まがれい 生,89.0,19.6,1.3,0.1
10101,1271,＜魚類＞ （かれい類） まがれい 水煮,97.0,21.4,1.1,0.1
10102,1272,＜魚類＞ （かれい類） まがれい 焼き,104.0,23.4,1.3,0.1
10103,1273,＜魚類＞ （かれい類） まこがれい 生,86.0,18.0,1.8,0.1
10399,1274,＜魚類＞ （かれい類） まこがれい 焼き,138.0,28.5,2.8,0.2
10104,1275,＜魚類＞ （かれい類） 子持ちがれい 生,123.0,19.9,6.2,0.1
10105,1276,＜魚類＞ （かれい類） 子持ちがれい 水煮,137.0,22.3,7.2,0.1
